year,afinn_sentiment_avg,afinn_sd_avg,afinn_sentiment_wtd,afinn_sd_wtd,jockers_sentiment_avg,jockers_sd_avg,jockers_sentiment_wtd,jockers_sd_wtd,nrc_sentiment_avg,nrc_sd_avg,nrc_sentiment_wtd,nrc_sd_wtd,huliu_sentiment_avg,huliu_sd_avg,huliu_sentiment_wtd,huliu_sd_wtd,rheault_sentiment_avg,rheault_sd_avg,rheault_sentiment_wtd,rheault_sd_wtd,tot_speeches,tot_words,avg_speech_length
1989,0.1470245689975947,0.4701201876736102,0.1726413277043197,0.6068694288731351,0.12180488632352394,0.24092375025087565,0.11171515155536486,0.263751479647696,0.17170066327784944,0.3309259385134403,0.18028625235335213,0.37464562332416795,0.04834952544659948,0.2824790159386451,0.03891463628062236,0.34762269876948443,0.1982624119855475,0.2256859032820555,0.20663591020321612,0.20663591020321612,65650,11680283,177.9174866717441
1990,0.14713371917553933,0.46460126442556005,0.17529872049475503,0.6017010209677227,0.12304590836083283,0.23958744609334603,0.11342449531925614,0.26255958478545716,0.17006027337348578,0.33049382584164694,0.17804194143633223,0.37320447016474934,0.0510766521709573,0.28049048331683046,0.04179133788327123,0.34586221827305225,0.19863310230526443,0.22335707154597517,0.20605022902302791,0.20605022902302791,65423,11218702,171.4794796936857
1991,0.14143534902379218,0.4773206936032453,0.16598303207926193,0.6115267598545503,0.12362926081841384,0.24331648896319694,0.11082103806215488,0.2647471788452635,0.1703563965049981,0.33449560426795943,0.17439995994378368,0.37442068559415537,0.05096989265272641,0.288060838556037,0.0412106074698891,0.3495852628546614,0.2004262424320562,0.22640888068497622,0.20553281023971273,0.20553281023971273,56866,9884454,173.82010340097773
1992,0.15418454436978885,0.48077404408813473,0.19106595994196207,0.6268168321263614,0.12627567964162423,0.24265027800829161,0.1161506535503601,0.2658192709015578,0.17630629291288658,0.3331938064436314,0.18542188694575248,0.3767105727054838,0.05681427095401423,0.28725284436367693,0.05065633607126587,0.3551782019163791,0.20706432416666026,0.22769138532596883,0.21477790245861952,0.21477790245861952,46080,8435548,183.06310763888888
1993,0.1596436608581932,0.4854167134783842,0.1850086628235575,0.6237342280447804,0.13005607391978952,0.24391934390146788,0.11779291353759368,0.2641198650243638,0.17846472824820894,0.33497556356055197,0.18463536986101267,0.37643438472383856,0.05883551507449288,0.2876836829362461,0.05036824441769216,0.35137737786570244,0.2071082731764875,0.22845772648731058,0.2111882452233986,0.2111882452233986,58448,10336950,176.85720640569394
1994,0.16577843271023143,0.4937488791852004,0.19927160368102081,0.6430864697366871,0.13023293709627823,0.24553807492935795,0.11939694996114973,0.2670505143040003,0.18036679331554126,0.33624086152355165,0.18867111069333334,0.3813619530124168,0.0587108328516697,0.29134449633791204,0.053873739605060846,0.3589440779702159,0.21366239058018882,0.23117194570585647,0.21773966574098805,0.21773966574098805,53179,9604024,180.5980556234604
1995,0.16824228204375863,0.4896900019728739,0.20660861300382405,0.6544293518252267,0.13091915522579708,0.24236767964453013,0.12184386913729497,0.2708874856475763,0.1811117699603375,0.3361165620774205,0.1919710970588995,0.3858685588591184,0.06315078879815646,0.2907301877095501,0.05897895362962051,0.3659554552295304,0.2137842533351043,0.23073667647890417,0.22198470538742976,0.22198470538742976,52741,10047022,190.49737395953812
1996,0.1447221107876659,0.4953814914892857,0.17720705064261325,0.654832449670997,0.12017826368071409,0.24214674471477607,0.11358699772144464,0.27088713237422113,0.16546356587872932,0.33632823836882786,0.18134179310893425,0.3860086576174613,0.05345406653764651,0.29119852760775083,0.049587675873167376,0.3645467657402748,0.20259557835036313,0.22896118420533712,0.2149585009777991,0.2149585009777991,54715,10496290,191.8356940509915
1997,0.17727070937342185,0.5019179104316553,0.2212188101048399,0.6635476008029068,0.13232038261070964,0.24398980437937606,0.1274403066370263,0.2722218186584598,0.17765240894252318,0.33970409225325354,0.1981664512730544,0.3894539211462777,0.06899290499444341,0.3001570891823499,0.06975032119257028,0.37206950280572276,0.21901428801640777,0.23462727348634246,0.23069733210320634,0.23069733210320634,43264,8502461,196.5250785872781
1998,0.1766353891010313,0.5051649095667065,0.22223651096689845,0.6476568331046204,0.13139949128288528,0.2456322696352911,0.12602643664276797,0.2696035093867839,0.17348920783795568,0.34153980041617554,0.1926914869964823,0.3867026018472332,0.06377170317329064,0.30490551957825035,0.063851296350284,0.37101742350354855,0.21892351345288516,0.2355343119989564,0.2286138007142403,0.2286138007142403,61520,11197382,182.0120611183355
1999,0.16820937392901011,0.5169439866956301,0.20629044991228818,0.6614901042673644,0.1312294426792632,0.2502894410947514,0.1241832117699655,0.2748950332514186,0.1699090060877528,0.3443803165249523,0.18604757089823348,0.389572613788068,0.06367444312118305,0.30807571896511526,0.06141150213550788,0.3726045240798218,0.22072633006879955,0.23919315047062817,0.22973220062879401,0.22973220062879401,54795,10408917,189.96107309061045
2e3,0.1648191223025481,0.5065428955355032,0.20246336111163601,0.6477981136152464,0.1280424156316989,0.2501853930386006,0.12229301487750263,0.2733894594083248,0.16698897678237615,0.3421255155127966,0.1819937640061876,0.38417297426062413,0.06027982087310637,0.304978150356579,0.05709827887428645,0.367734204137615,0.21756918715534165,0.23717869909162947,0.22503805252638237,0.22503805252638237,57592,10163280,176.4703431032088
2001,0.16771813934711208,0.5437792202157276,0.20811707381592204,0.7228122475242752,0.1303301341425928,0.2559803433625734,0.1260240370029056,0.28448115066187113,0.1754577952771478,0.351489061600374,0.19384279753383304,0.4053023519108215,0.05983554139116622,0.32408249234317466,0.06406941946733295,0.4067622756986202,0.2249741771503822,0.24323167827688016,0.23856384661317892,0.23856384661317892,46468,8635862,185.84535594387535
2002,0.19144370003646527,0.5823689603038966,0.2491591197519055,0.7934479103776323,0.1413478391933458,0.2607417843563936,0.13865534349363445,0.28626173823453277,0.1909873479277256,0.36358260380391605,0.21177183275060182,0.42284159345604344,0.06894866433629121,0.3411181356068905,0.08028633118824777,0.4691607822543972,0.2406379912053507,0.2511558965859327,0.25368842735505925,0.25368842735505925,48602,9019512,185.57902966956092
2003,0.18393457065923527,0.5844752688476678,0.23364505926355653,0.7980263037288465,0.13671343737005878,0.2577518193182234,0.1335155741721298,0.2851234593092026,0.18914276839803398,0.36292432180445794,0.20876460255826723,0.437075891260763,0.06602895980755803,0.340125398196955,0.07865798747561781,0.45185012769310545,0.23726734536120916,0.24881472344210623,0.2502009245903124,0.2502009245903124,54142,9247591,170.8025377710465
2004,0.19421876491351173,0.595470786126472,0.2391547304922408,0.8239891456538998,0.13886081861754598,0.2589813013457161,0.1383783196331751,0.2873445605393887,0.18900563599112025,0.364841082419715,0.21086220217201002,0.4289621855438538,0.06842695239367627,0.3442817647702649,0.08237108258940791,0.45793546238651595,0.24058389812055045,0.2506637888837173,0.2598042687229945,0.2598042687229945,54439,9964708,183.04355333492532
2005,0.19163083453824542,0.6197339277562843,0.2516551604728818,0.8854163893883287,0.13789218969985462,0.2627575579587854,0.1343602656369836,0.29433403024195864,0.1880254475314189,0.36845624067144644,0.20525370240962934,0.4295839328914767,0.07161913944873047,0.3513590135240091,0.0739222971283064,0.4609921541084442,0.24188836158808932,0.25407675776458355,0.26138271309062455,0.26138271309062455,51397,10582484,205.89692005369963
2006,0.20776268712306134,0.6169490432737095,0.26991092053140436,0.821193059989753,0.13891092329908433,0.26101081101452733,0.13873466495810252,0.28722473609097415,0.19100039561588347,0.3689833917388555,0.21208164308300037,0.42556060603775697,0.0726787859509839,0.35098984038592257,0.08245417837717144,0.44717074605736745,0.2451405335783454,0.2551369045801828,0.2580423963321922,0.2580423963321922,59374,12042187,202.81919695489609
2007,0.21796213194055314,0.6223956376287832,0.2704931510089675,0.8302863070518793,0.14468263416155827,0.26225938811488286,0.1413237419127595,0.2897502938305931,0.20033076959996976,0.3706952123639697,0.21921266630347944,0.4290911739557032,0.07866583789877318,0.35430971795666105,0.09059085516119711,0.4499630245917769,0.25097593994558187,0.25588320208227383,0.26442345230311515,0.26442345230311515,60711,13225649,217.84600813691094
2008,0.2082105469402978,0.6131252219360612,0.27183730637561004,0.8398426491240863,0.14060980361719602,0.26020581024523104,0.14176663341260892,0.2875166747058582,0.19236617420441035,0.3662674583100125,0.21597326986353702,0.43046822692098635,0.07945258745077835,0.3556099164945848,0.1023432351172717,0.47052199155625357,0.24708529260824866,0.25513231393891894,0.2644828266500508,0.2644828266500508,63775,12842629,201.3740337122697
2009,0.2058952331883159,0.6441796371861123,0.25463629598357984,0.8750152704031877,0.13874994295909263,0.2649435586809087,0.13646998460515364,0.2944303859981869,0.19202479416632165,0.3748917643942423,0.20756017310223582,0.4432680519641774,0.07758207678461719,0.36507056041508035,0.07677166077237817,0.4775878767075951,0.2503275875075994,0.25909076602025727,0.2664424446030863,0.2664424446030863,60406,13002291,215.2483362579876
2010,0.22339626329534712,0.6197580190793405,0.30509034746522984,0.8745846770123946,0.1461106210467937,0.2588364903634396,0.15065700021570744,0.2918542066150776,0.20145242072453495,0.3652646816603974,0.22719507532879168,0.4354903830271146,0.09062204201865867,0.3533117827708607,0.12026023774344581,0.47141963088951205,0.2575662238565222,0.2541994700572801,0.2755786431821894,0.2755786431821894,62933,10030739,159.3875867986589
2011,0.2251564236443234,0.6166690059413096,0.282356865170305,0.8254413288933,0.14620159219073148,0.2572979684373409,0.14605184762577184,0.2884733723344242,0.2022592932758715,0.3653508009517171,0.22382789175851028,0.4278454171955383,0.09393520326155134,0.35013841689762365,0.11262394514616872,0.4519022182473592,0.2586227265610098,0.2535253675047955,0.2720973646782019,0.2720973646782019,78210,11906807,152.24149085794656
2012,0.23307752807925008,0.6220868349143468,0.2896655260559871,0.8361558818366329,0.14977699086792803,0.25867138592420763,0.14636224098794412,0.28919636137432286,0.20012251041835444,0.36618611838252363,0.213885730146595,0.4317149011618302,0.10045217091363721,0.35149031828887,0.10589671501196697,0.4539008544661806,0.2715953435063752,0.2659735233265463,0.2976859522788107,0.2976859522788107,63108,9301460,147.38955441465424
2013,0.2276327483536996,0.6176522921073273,0.25390874014069825,0.8403031964412921,0.14901524562562052,0.25888885426711306,0.14574589698023818,0.28937788503545064,0.19746055318825934,0.3658830575478968,0.21361665066215968,0.42877509279886744,0.0948342526682546,0.34736074522570437,0.10040060748472128,0.44893525267118595,0.25898954971113786,0.2542200989189085,0.26917103242244866,0.26917103242244866,68825,10116663,146.99110788231022
2014,0.23107382135327653,0.6240553835473452,0.28761050110030567,0.8645057044259407,0.14920614348137906,0.26004434126860465,0.1448015838501763,0.29121035306565113,0.19656448051007877,0.36630537598621993,0.20707962776554587,0.42866703765716896,0.09855894345580012,0.35020387478472514,0.10780394051944801,0.4541133494478761,0.2604860331261059,0.2539984342934556,0.2721465043645882,0.2721465043645882,61557,9451965,153.54817486232272
2015,0.2579748002344631,0.6593471382006871,0.5916024441902952,1.394277747673917,0.15151924799332953,0.259990526961548,0.1546162054329771,0.29473698019884176,0.2038753944549352,0.36593302791627036,0.22792994836816205,0.4352672801691185,0.10540325580198892,0.35170171323764676,0.13056796153353797,0.4717550170023409,0.2671401386725697,0.25846003224698366,0.28561015936534706,0.28561015936534706,59042,9074086,153.6886623081874
2016,0.2618722274450487,0.6411343551066029,0.30334572084834266,0.8763092022610671,0.15823541003363992,0.262234999386753,0.15791403809155338,0.29507326633302544,0.20734398900481973,0.36855446331304553,0.22434233099770284,0.433258263667793,0.1104575607313269,0.35680859175133817,0.12285476743076343,0.47276282860127106,0.2761252397269505,0.26208753421381076,0.29094689813146846,0.29094689813146846,63529,9854570,155.11923688394276
2017,0.2700241461172957,0.6241767970159218,0.3166172912654911,0.841670116159545,0.16997382624175597,0.26092394676598846,0.1685066813673174,0.29299499948721336,0.21659781513956539,0.36470458740577866,0.23870250884655797,0.4312802122323195,0.12274444553386027,0.3463846335526393,0.14829404906397942,0.4525668112852069,0.28365792417533714,0.2604203843414471,0.29761086913164725,0.29761086913164725,23527,3431277,145.8442215327071
