mnis_id,proper_name,afinn_sentiment_avg,afinn_sd_avg,afinn_sentiment_wtd,afinn_sd_wtd,jockers_sentiment_avg,jockers_sd_avg,jockers_sentiment_wtd,jockers_sd_wtd,nrc_sentiment_avg,nrc_sd_avg,nrc_sentiment_wtd,nrc_sd_wtd,huliu_sentiment_avg,huliu_sd_avg,huliu_sentiment_wtd,huliu_sd_wtd,rheault_sentiment_avg,rheault_sd_avg,rheault_sentiment_wtd,rheault_sd_wtd,tot_speeches,tot_words,avg_speech_length
812,Kenneth Eastham,0.02544947330721224,0.5036305895417604,0.030118769067700422,0.6224717937155636,0.05264992613411496,0.227223399375091,0.03978320694303513,0.2522209357042942,0.11202755516448724,0.319019907213955,0.10231769917162258,0.3642833223541739,-0.01806323130416604,0.26647598196751504,-0.03781453436885996,0.3287361654935626,0.15034457217080444,0.20655388144672426,0.1461213525039424,0.1461213525039424,679,120851,177.9837997054492
813,John Eden,0.1667971548749213,0.5791175938507926,0.2361019629887746,0.7274378012202116,0.16610890064221068,0.27049468081920375,0.13685676820848558,0.3051211794065642,0.2137331591267268,0.3716819758699317,0.223382272923745,0.4101330112678025,0.1111896177155012,0.320285030805808,0.08000221326899544,0.38057385184379994,0.24426075129754787,0.26509577484355334,0.22302716980459888,0.22302716980459888,62,22036,355.4193548387097
814,Timothy Eggar,0.18577383120563196,0.4006050939916484,0.22922819078744938,0.5211324142495781,0.16105156223656264,0.24173136441200965,0.1468789206794459,0.25179141705536445,0.2173011511898662,0.32646010853234986,0.22397351198020943,0.3502236509919276,0.0792153344753415,0.26881207927198364,0.0776027821300584,0.3134269930455402,0.2221880680009353,0.21801824042692242,0.22750727290311298,0.22750727290311298,3001,409354,136.40586471176275
815,Harold Elletson,0.1395250275822993,0.5351671079973132,0.1169172660772191,0.7614228013506464,0.16023468664294607,0.268748141912273,0.10851489039118131,0.29150153822929065,0.22395931096068047,0.3574291294097239,0.1844137695564022,0.3875745849439361,0.04201091713003282,0.3229042078131114,0.008314830731047612,0.4053345851540126,0.24467849318388585,0.23986419491179947,0.2212579367670572,0.2212579367670572,175,43321,247.54857142857142
816,William Elliott,0.27328794299169107,0.5430801732717775,0.32775471299670417,0.6676211937486812,0.22294123940883737,0.23187113620424887,0.17421707016062565,0.2664684459701017,0.2563673356292809,0.3543803141368105,0.23091171729771487,0.401004395579275,0.14336249209419313,0.30247902548801797,0.12105463274421674,0.3776978871636732,0.27560419496136307,0.2307274405650332,0.26614621653473075,0.26614621653473075,91,17745,195
817,Michael English,0.09173509161226095,0.36714623484952313,0.16068304980935388,0.559312409382245,0.09019169808402618,0.21660620251563173,0.11304777580212884,0.2337837563257362,0.12196473499624572,0.3087803163009412,0.1646152150794,0.34003963200705667,0.023796158657070347,0.27450726394842134,0.024432388065494075,0.35895957779928084,0.15065922959295375,0.18977352098158976,0.1694337455153709,0.1694337455153709,834,127338,152.68345323741008
818,David Ennals,0.07746279202017942,0.4601968681518802,0.08962389378593398,0.5811983384488366,0.08872408215815529,0.24435785509437188,0.07551705865496257,0.2596540947629834,0.10892591324348283,0.32335141498933845,0.11432351497158237,0.3618471465150655,0.012465905582479562,0.2979165532609264,0.0019938151833670276,0.3501192615703653,0.1485241080136617,0.21976445156731855,0.16481133252898264,0.16481133252898264,818,177791,217.3484107579462
819,Russell Fairgrieve,0.11093006756358141,0.418019284042631,0.16690258747780876,0.5129341081618496,0.0994288087703459,0.24388166428806246,0.10860918531110375,0.2458473897177881,0.14139372637545217,0.3143552684180096,0.1953975128008659,0.35486484685923253,0.025542936990241037,0.29828636427002647,0.03144641939396618,0.32227196250945245,0.16458431841916626,0.20856143006923614,0.1925953048468141,0.1925953048468141,278,43346,155.9208633093525
82,Michael Howard,0.12152718324654475,0.4844770234303833,0.12335754483920862,0.5863264167457987,0.11552225594063475,0.2487512307965123,0.10591634103301416,0.2631813218956975,0.19039158673721068,0.34239154701430624,0.18608786047881404,0.3749915967310444,0.032214883594130356,0.28146355456239086,0.03437447207527936,0.3370009773887456,0.2031418279537539,0.22369710904193296,0.20896579737052348,0.20896579737052348,5856,963047,164.45474726775956
820,Shelia Faith,0.17846446452190223,0.5472342275570241,0.2784465789701103,0.6882577328690924,0.1335590338422384,0.28184204843050364,0.11796079703161308,0.2864411356954699,0.14909698406407065,0.36095767238924886,0.16657001184954298,0.3874732486376839,0.09431690407843595,0.3458847183983163,0.07581247939712246,0.38434274820998376,0.24603788949557956,0.27817475939925135,0.23687881939070243,0.23687881939070243,90,34782,386.46666666666664
821,John Farr,0.17822406313837622,0.49882975457933926,0.24102362646953607,0.5964014782615142,0.15836323943999409,0.24118471842683264,0.145235037295611,0.25708806176870247,0.1984721014831021,0.32656279860599363,0.20737700694256314,0.35872357684531575,0.07793619025675753,0.30419917630312965,0.07830018897231683,0.3374807735044893,0.2361068660640945,0.2168539998566809,0.21560942770667318,0.21560942770667318,1196,208715,174.5108695652174
822,Andrew Faulds,0.05584665605568454,0.4775716383874967,0.11488324546555514,0.6407435089861109,0.08528409215865673,0.2355437679254156,0.0901169630208693,0.26176279537647285,0.10548091277801873,0.30537589481081545,0.13857626412751917,0.36252545787560925,0.030829445949290706,0.3123353191613552,0.023311787243364544,0.36475785015804885,0.18054548198209214,0.20883837350387088,0.19054877825644684,0.19054877825644684,1542,139063,90.18352788586252
823,Tony Favell,0.13233104753101643,0.43534185518270535,0.19387288894804838,0.5742363785430434,0.13963110077462199,0.23340679358235653,0.1259147086559291,0.2453485063444658,0.17244851665234606,0.32397390663692777,0.16915398991995612,0.34581220951646807,0.05704520631676166,0.2803069381417544,0.06789225629520478,0.3184910113046058,0.20125962496735145,0.21158507970602464,0.19105187660904377,0.19105187660904377,929,84521,90.98062432723358
824,Anthony Fell,0.062380636021936026,0.3610653237510893,0.15180561430909636,0.5019924501782993,0.11033042286482657,0.2500529005103633,0.13371064456244175,0.24548658101520754,0.11008385220450145,0.3353828493037365,0.1271489303868381,0.3300558078657931,0.07484391765997056,0.27438360027235786,0.08298258009353526,0.31088528662187753,0.13451674154251783,0.21032594099226784,0.170141889573701,0.170141889573701,60,3089,51.483333333333334
825,Terry Fields,-0.03747472152429459,0.4685865270226309,-0.16236030958871248,0.5896874076686907,0.017711774896254386,0.22007584323485063,-0.00884697947140648,0.23942439645592065,0.10747603447084718,0.3143118574258445,0.07859100539202957,0.3620863596214499,-0.03841527267452437,0.28375701618895405,-0.0802675865784307,0.34322262543266063,0.13497815731301438,0.20104572643476099,0.12323875477129255,0.12323875477129255,224,77685,346.8080357142857
826,Geoffrey Finsberg,0.16339570815635265,0.45182463694369995,0.21338622338319865,0.5718466573412374,0.14580700764279214,0.23696583633138227,0.14630167183367937,0.25455222253768056,0.19167929830074595,0.3294346821192286,0.22860279780138743,0.36487265967341603,0.06039302053736236,0.2754552619297003,0.06511900428514715,0.3340052508768574,0.1982903954920092,0.21510723009530847,0.21047930724595182,0.21047930724595182,1179,304006,257.8507209499576
827,Alan Fitch,0.2568784239375598,0.7266523622784404,0.2737593248307173,0.8246992985616689,0.12005256998424357,0.32557329866812246,0.14022670343604993,0.26928477515402977,0.17094688702039246,0.35960912158403424,0.21069400029552626,0.4031117260095087,0.0708781665641277,0.340039173843096,0.13193277189272792,0.40655905136819026,0.3069098276280724,0.30239392187951547,0.23697456865752756,0.23697456865752756,13,4022,309.38461538461536
