party,afinn_sentiment_avg,afinn_sd_avg,afinn_sentiment_wtd,afinn_sd_wtd,jockers_sentiment_avg,jockers_sd_avg,jockers_sentiment_wtd,jockers_sd_wtd,nrc_sentiment_avg,nrc_sd_avg,nrc_sentiment_wtd,nrc_sd_wtd,huliu_sentiment_avg,huliu_sd_avg,huliu_sentiment_wtd,huliu_sd_wtd,rheault_sentiment_avg,rheault_sd_avg,rheault_sentiment_wtd,rheault_sd_wtd,tot_speeches,tot_words,avg_speech_length
Labour,0.13945613285687575,0.5245074856984664,0.1750902347110587,0.693806131488108,0.11340697050250553,0.24273869412412974,0.10937248340026208,0.26813669376798865,0.16123796887662295,0.33996030976727604,0.17692240878732526,0.3916451118708583,0.04727428985735851,0.3089822846841097,0.046155513759553575,0.38688327046092513,0.2097147605603661,0.23090844632127128,0.22173316886426067,0.22173316886426067,849294,159030294,187.24999116913577
Labour (Co-op),0.15992171488336926,0.5674984935923044,0.2284087264003043,0.7662611678056621,0.12717352305481627,0.2517924925111226,0.12845421667450976,0.27832417205581345,0.17692918434387092,0.3572810768482927,0.20041722020612665,0.4113389975257411,0.0543560972603669,0.3335984506979576,0.06773729394770958,0.42620125517671986,0.23922391990889902,0.24676066144968528,0.2532338714431663,0.2532338714431663,45968,8350041,181.6489949530108
Liberal,0.10853838583404957,0.49393723985004523,0.1456457363703964,0.6190922598273656,0.09222891814825432,0.22774926514262395,0.07705297179443099,0.25112724110194357,0.13239981202501047,0.3170331143164787,0.12138933094250992,0.3631828635571476,0.025128064929771057,0.287922781404064,0.01415564304648465,0.34277488377206133,0.18556333267603556,0.21787497258876404,0.17740313369114447,0.17740313369114447,4420,1029026,232.81131221719457
Liberal Democrat,0.18376493943286273,0.580922469901567,0.21429130062430504,0.7440544001263492,0.1185537596595533,0.24872842166897227,0.10959976956553875,0.2731241456546057,0.1671016979804759,0.35530684472424573,0.17360665151466945,0.4065774927663849,0.054562668452636,0.33462787764662005,0.04792282466076079,0.4102778361097756,0.22959426612888656,0.24362830155893236,0.2289979493940132,0.2289979493940132,126740,27163567,214.32513018778602
Other,0.07487526890266014,0.5193560006498044,0.10581053176337223,0.6211931902926283,0.06239730243680648,0.24994844755885318,0.06340364967655264,0.26313889212626174,0.11977365376838003,0.3386400606329924,0.12373684552494855,0.35617279452561423,-0.012491249825265638,0.28552217879553166,-0.012998301537428657,0.3390963691490148,0.17243849884316187,0.23475059865314118,0.17942224037413962,0.17942224037413962,718,162331,226.08774373259052
Plaid Cymru,0.12463222900078083,0.5405740719481159,0.16860472134298582,0.7372558638729129,0.09512701205189494,0.237436364822487,0.09005526914352704,0.26707563122776806,0.14418591600623276,0.34030626575546613,0.15982000184103995,0.40274625371042194,0.026231025653085813,0.3097543026300446,0.020301523680700612,0.39356741541366735,0.2561827102654781,0.3034965199387629,0.3169317487074676,0.3169317487074676,10784,2235913,207.33614614243322
Referendum,0.13596859290222107,0.4910275604680612,0.1561190724506754,0.611459566271486,0.14936595120468896,0.24523195275662155,0.11349365380437332,0.25928602351153923,0.2059926149741259,0.32010560939204835,0.1932861870595043,0.35455843920461516,0.08446911571400002,0.31666651072397695,0.05319768202939314,0.3523388370161229,0.21608750553113173,0.21613284229748864,0.2064762828852188,0.2064762828852188,242,76149,314.6652892561983
Respect,-0.058653181915064044,0.8176621885544342,-0.09874799774877413,1.0751044648492911,0.012410828000897172,0.2734885746624466,-0.0019187073188676627,0.28854845836143467,0.04959966370156633,0.35583814645203987,0.037496741474919874,0.4203176786762274,-0.019135211206768605,0.45456457216103197,-0.08364408232575721,0.5316001177816018,0.1315632052071799,0.23389119054041974,0.1358453813735514,0.1358453813735514,167,67270,402.81437125748505
Scottish National Party,0.12771600458456717,0.5469363747331022,0.1820265124436635,0.7370729824647139,0.09210093190372796,0.24008306851805697,0.08918856388281454,0.2650231455033924,0.13743927101445513,0.34250393758641945,0.15028306606648187,0.4023834451973525,0.029009016187339542,0.31489381208334943,0.031118991122576805,0.4107288944489674,0.20508642754304332,0.22977682317226295,0.2145242622034959,0.2145242622034959,27866,4722768,169.4813751525156
SNP,0.09033931420848532,0.4548826897685711,0.14036980355628412,0.5824388064506144,0.07413240101997377,0.22368490049319098,0.07079567520298984,0.25590680853401154,0.10425496895588611,0.3274212802257467,0.11737570583059799,0.38866560950600415,0.02890948331136136,0.2839359694931014,0.017944255502858084,0.36604993528308705,0.18291997399784962,0.20435435339368013,0.20148722496359472,0.20148722496359472,331,49447,149.3867069486405
Social Democratic,0.1138791422225191,0.4893822909954816,0.15250084639200426,0.6160670290045599,0.09296779203395177,0.2346930838296278,0.08854743978551749,0.25924421761419403,0.14457689769398416,0.33322059012997074,0.15928636940570015,0.37446571619614477,0.02742543358785259,0.2971531207315862,0.02235179772763971,0.3546403912934718,0.18807905766855038,0.22245815538165073,0.19201997153701472,0.19201997153701472,7865,1900712,241.66713286713286
Social Democratic & Labour Party,0.11646661154442364,0.5597980229144285,0.12559874304626117,0.7141273069509166,0.09392645131191149,0.24595980993092603,0.08197431607197797,0.26783681627385025,0.1484380017832643,0.34910931736793455,0.15384972600570088,0.39786408999862666,0.022688970623625872,0.3313778389081648,0.006158041315569669,0.398345768840484,0.20437669945850048,0.23039647447801478,0.19640535165749803,0.19640535165749803,4996,1222891,244.7740192153723
Social Democratic Party,0.06077976774368339,0.4582525366320134,0.07099204078567244,0.5874517852271176,0.08427674408027533,0.23942829895402917,0.06527366090378954,0.2561875511319576,0.1373827819238956,0.3273894983982858,0.12267649220987353,0.3609193109931358,0.015741883406496578,0.2984016131965225,-0.009197471933995527,0.34498752453867315,0.16443188206936465,0.21945600719662017,0.15814933822569494,0.15814933822569494,1146,264909,231.15968586387436
UKIP,0.17801312480565668,0.5986469238768392,0.2141242194357389,0.8684198672255607,0.13304362524257976,0.2617125142003731,0.11458140126580724,0.2931059257168445,0.18058989166694786,0.36403416904931013,0.18492815505471105,0.43118302739477704,0.06434045298696374,0.32664976005705737,0.05014575232136502,0.42977565246984634,0.25217314353859943,0.2558592291838617,0.25009744773526826,0.25009744773526826,2558,392521,153.44839718530102
Ulster Progressive Unionist Party,0.023406315605107284,0.5634452793264466,0.01959255994688423,0.6618145488073078,0.06209271094644551,0.24770631168998924,0.043674964663585066,0.27448413328108173,0.10622709893789521,0.33125513535163925,0.10552776647394976,0.37734647547674643,-0.007229236491555078,0.31012067167894025,-0.037103892738307075,0.3518834974027067,0.18698025504500657,0.21777520875214845,0.1682823342610052,0.1682823342610052,701,183209,261.3537803138374
Ulster Unionist Party,0.1331649841416717,0.4782221839055109,0.15595338386500768,0.6215462381470542,0.09398548253213686,0.22883870217069782,0.08067530275998339,0.24916200482916073,0.1395186409999271,0.3201458621990089,0.14717393001290496,0.3661165693554022,0.027259668386251483,0.2884713808081491,0.0127383120096074,0.3547363684062414,0.19325858968613044,0.21593455033849068,0.18353683411902996,0.18353683411902996,10678,2464251,230.77832927514515
United Kingdom Unionist,0.10239855133982143,0.5029662129270404,0.11574187004299587,0.6382656102773262,0.07873792343608711,0.24079464669350392,0.06397936551657818,0.2512008899722225,0.14117408099082265,0.3290167053111726,0.14423072352131608,0.3769185389794044,-0.002675105878069007,0.2985904051219093,-0.009376307197279422,0.35718685795971267,0.16912684249146828,0.19622887233195305,0.17040872383966196,0.17040872383966196,396,68904,174
United Ulster Unionist Party,0.031232979512931688,0.4214413442582242,0.022069311371963996,0.6152724658044887,0.08109230741514328,0.1966076597202224,0.058072418429441316,0.23732995728390127,0.15913711868704633,0.28798167552209036,0.13554279253671764,0.3352454876816082,-0.027215425879857324,0.23144792528605707,-0.036766146214449985,0.3274449801783547,0.15154918156390373,0.18155241974316091,0.15554525985880305,0.15554525985880305,49,12470,254.48979591836735
