month,afinn_sentiment_avg,afinn_sd_avg,afinn_sentiment_wtd,afinn_sd_wtd,jockers_sentiment_avg,jockers_sd_avg,jockers_sentiment_wtd,jockers_sd_wtd,nrc_sentiment_avg,nrc_sd_avg,nrc_sentiment_wtd,nrc_sd_wtd,huliu_sentiment_avg,huliu_sd_avg,huliu_sentiment_wtd,huliu_sd_wtd,rheault_sentiment_avg,rheault_sd_avg,rheault_sentiment_wtd,rheault_sd_wtd,tot_speeches,tot_words,avg_speech_length
1979-05,0.19001955028542722,0.48630512155471334,0.2668534835801552,0.6595082794181834,0.14650788447614302,0.24351525566944568,0.13580465995239438,0.27470440646453326,0.1988546636030473,0.33524957844120296,0.21851773564938476,0.3897969872114773,0.07939467839480832,0.31224096265647516,0.08334475924577046,0.3802980074524883,0.2229987446238391,0.22826672648138485,0.2296696711594187,0.2296696711594187,1700,512817,301.65705882352944
1979-06,0.16255005542662895,0.44569022721335527,0.22452609589843253,0.6017862265478803,0.1356469337397733,0.23466421062696122,0.13053508028361577,0.2592426912662495,0.1813699153213603,0.3274928684564036,0.1997674671129624,0.37073885683618973,0.071935109682315,0.28862212903155143,0.07508024508508529,0.3557456369616243,0.21054995371433896,0.2196102637013705,0.21473657800012097,0.21473657800012097,4730,875414,185.076955602537
1979-07,0.14310959577477153,0.4523994457996034,0.17258136599511423,0.5866497342923204,0.11708223315093322,0.23191358363173226,0.10428749412496723,0.25535416584905696,0.1590255061804783,0.32033374358556355,0.1678488943356716,0.36389962137837967,0.04635559466695667,0.27712605034788546,0.0379234292955866,0.3430658948807165,0.18864629057209295,0.2148659246693558,0.19221733143807831,0.19221733143807831,8122,1467699,180.7065993597636
1979-10,0.15295959584787502,0.45803402569179824,0.20372297729474756,0.5953064537363111,0.12604599928306828,0.231154009273903,0.11854610279437183,0.2563153173061116,0.17648885581931242,0.31879540269511325,0.1897414468993627,0.36553710936364636,0.06545479686323638,0.2793407106071086,0.059284859466513136,0.34201298683659576,0.20284978120292882,0.21442914230391513,0.21020122602635072,0.21020122602635072,2622,486194,185.42868039664378
1979-11,0.1452591557798904,0.4281203278339034,0.18047749586780434,0.5712006615749081,0.12684417785427823,0.2287308918668892,0.112549618844676,0.25193810121750837,0.171727328711761,0.31752390462411123,0.18044029574806036,0.358217882908454,0.05966183508890328,0.27935859122943424,0.04734752940736356,0.3396761723384897,0.19316228992846707,0.21488505113704354,0.1990401857922126,0.1990401857922126,8304,1368873,164.84501445086704
1979-12,0.14248314887791044,0.4475088462031975,0.16697678911670227,0.5944231961474673,0.12269763279999132,0.23020577269079814,0.10421464692323,0.2574769332099489,0.16760250171438018,0.31942543434025783,0.17510320869527318,0.3737242741110297,0.059388319159667004,0.2846177305943434,0.0336231456070034,0.35104426910150366,0.19269006762627175,0.212973118528321,0.19500343792233987,0.19500343792233987,5018,944580,188.23834196891193
1980-01,0.13525084612438115,0.4429260752390966,0.17454345279889952,0.5715388496337076,0.11890949116750893,0.23434208276060411,0.1104458264107505,0.2592513329541547,0.1693897273572271,0.3250956838388847,0.18141341805216354,0.3697775950139865,0.05133973125453729,0.28563812127494237,0.043901443819672765,0.3416513808887416,0.19318823591112524,0.21475446344465746,0.1971982537808563,0.1971982537808563,5342,923051,172.79127667540246
1980-02,0.12386404616613202,0.4364024900193631,0.16494603400348906,0.5608207284210962,0.11497154485216894,0.2372197754608729,0.10883221187610571,0.254903641892617,0.15904723378792485,0.3189979255918155,0.17145054436383453,0.3566093977007863,0.038717530528645155,0.27329597306559755,0.030718062564721333,0.3273712427413896,0.18259342572588602,0.2155967332988272,0.19458613198799563,0.19458613198799563,8053,1263527,156.901403203775
1980-03,0.12782811833562926,0.43347734970427904,0.15559562686184392,0.5629186696522216,0.12127939439957132,0.23399838715796348,0.10870521743208188,0.2553279007522023,0.16405986781598936,0.31714627752826996,0.17364664836060537,0.3568301004685757,0.05199509886336812,0.27660057762745077,0.031312057457842934,0.3323482829918897,0.18461250780434693,0.21153462375852347,0.18817634055926113,0.18817634055926113,7531,1291615,171.5064400478024
1980-04,0.1224505503013265,0.44309582416832627,0.14361272875661013,0.582741300771248,0.12136701114792083,0.23663237486993774,0.10443374293851615,0.2586592878213769,0.16094275136206213,0.3207707094322025,0.17106347889916235,0.36797013709212906,0.0468792520949109,0.285694042364881,0.03540548066904246,0.3458350321079898,0.18927341931616318,0.2157622127687658,0.1915996043292223,0.1915996043292223,5727,1041686,181.8903439846342
