year,afinn_sentiment_avg,afinn_sd_avg,afinn_sentiment_wtd,afinn_sd_wtd,jockers_sentiment_avg,jockers_sd_avg,jockers_sentiment_wtd,jockers_sd_wtd,nrc_sentiment_avg,nrc_sd_avg,nrc_sentiment_wtd,nrc_sd_wtd,huliu_sentiment_avg,huliu_sd_avg,huliu_sentiment_wtd,huliu_sd_wtd,rheault_sentiment_avg,rheault_sd_avg,rheault_sentiment_wtd,rheault_sd_wtd,tot_speeches,tot_words,avg_speech_length
1979,0.1502592601324268,0.44603878809447944,0.19374484666446493,0.5935349895191916,0.1258135519519688,0.23159120782188822,0.1147271095983772,0.2571715325539919,0.17071148300829267,0.3209538935049577,0.183771823441127,0.3676976545489331,0.05907664803900626,0.28253590235589976,0.051514817514726946,0.3487553287827575,0.19671656369550888,0.21578893824212164,0.20314107537976517,0.20314107537976517,30463,5591442,183.54863276761972
1980,0.12267938062697639,0.43764727531027553,0.1529168249868445,0.5733947919881923,0.11551624603940999,0.23463219372017816,0.10436476435419709,0.2566670998464876,0.159002705545335,0.32199345728267054,0.1700373445881837,0.36374225453403464,0.046103598363671894,0.27727825002668594,0.0323653680049016,0.3381141437985226,0.18448307567938704,0.21404208059249058,0.19112762916495435,0.19112762916495435,62844,10910017,173.60475144803004
1981,0.1350593567749531,0.4590274457269187,0.1597987592002831,0.6030676889383588,0.12135086604256873,0.23898095060431826,0.10596107569747946,0.26182634037878694,0.16588602074584902,0.3288918114479194,0.17359286500914334,0.3709149789861679,0.04988230242789518,0.2849573780817838,0.034684370754084884,0.3501508894691419,0.19258260589628676,0.2187175251494148,0.1959015671452495,0.1959015671452495,53123,10565503,198.88754400165652
1982,0.132927759928619,0.45284334823561373,0.1629429171445636,0.5865016327451269,0.12033642718069644,0.23767493184483157,0.10859156665020853,0.26030527144479265,0.16607124967031972,0.32601924292538126,0.17654373992921427,0.36682090631660563,0.051612397590437925,0.28096794014866516,0.042068687324372626,0.34324786718613315,0.19039269144967894,0.21704105003887764,0.19636267515713865,0.19636267515713865,57902,10513098,181.56709612794032
1983,0.14087135078660037,0.4544993414887771,0.17524492182109747,0.610538884565153,0.12301185698323229,0.2385768979269145,0.11000478605424104,0.2638429776492933,0.16620700361649315,0.32704091501627286,0.17654798741497693,0.3730790363843075,0.051994449301571,0.2811972657687422,0.04031596360098012,0.3494154292290679,0.19459956920607585,0.21916889129201167,0.2021482941334766,0.2021482941334766,48654,9203123,189.15449911620834
1984,0.1268028247665466,0.45327324618920567,0.15745986090105235,0.5944131185841429,0.1167628896245548,0.23672100069261157,0.10418713820529601,0.2586755773010622,0.1607989472699793,0.3274837193120784,0.17125724160950329,0.371202075453585,0.043006774785391465,0.28097191931530846,0.03203908650330595,0.346239054853038,0.19059782277884676,0.21734339810704506,0.1968671948287528,0.1968671948287528,62036,11004615,177.39078921916305
1985,0.13067560327843272,0.4607331170208584,0.15447420023542713,0.5977295352504285,0.12118018523808463,0.2388861505479302,0.10696617228671537,0.2607162388750169,0.16633145822889767,0.32900217138253335,0.1738119113285047,0.3698271169766933,0.047447051335732245,0.28173814877821635,0.03433397873081439,0.34357987429257963,0.19267335115803266,0.22045610237137298,0.19852639646391246,0.19852639646391246,63115,11108379,176.00220232908183
1986,0.13574562470646395,0.4598435228070391,0.1687638573086084,0.595638135149279,0.12264474953371365,0.23975330943366888,0.11311641347856745,0.2624485603045404,0.17065789677646587,0.3299447062970983,0.1823242084992512,0.37164759726022434,0.0493358088530973,0.28087366173388434,0.040955179141481314,0.3442242510980192,0.19702754510009943,0.22239386974879155,0.20601114123877654,0.20601114123877654,64072,11002450,171.72009614184043
1987,0.13965620256850034,0.46784345627652457,0.17776385453835675,0.6123155161568066,0.12063692966947694,0.23906602093357823,0.11161663274659608,0.2617872523608476,0.16951828489472673,0.3287898506992537,0.18116303225013217,0.3734987571499965,0.049169862715297837,0.2796625788125976,0.046153561273081394,0.34739235576225996,0.19750993566459837,0.22207955271951563,0.20769942613979642,0.20769942613979642,53298,9454832,177.39562460129835
1988,0.14281419547513916,0.46500722757442964,0.17246283307314061,0.6084737461188082,0.11836813743618266,0.23861755572667148,0.10905098201541413,0.2611853562153583,0.16524663065961825,0.3297278302387014,0.17594517002204152,0.37275519195026613,0.04803558008627204,0.27927779870419733,0.04029879665193154,0.34759357149673115,0.19457126860118204,0.22287023022622907,0.20276456679557356,0.20276456679557356,66197,11472403,173.30699276402254
