gender,afinn_sentiment,jockers_sentiment,nrc_sentiment,sentiword_sentiment,hu_sentiment,tot_speeches,tot_words,avg_speech_length
Female,0.1885721454314643,0.13940461254884687,0.18167138018733914,0.03356782506864939,0.07435913554762213,294532,50761813,172.34736123748863
Male,0.16884418717398234,0.12953134907041422,0.17218254888097037,0.030606527769215547,0.06333763763015682,1939496,353827350,182.43262682676325
